,length,breadth,area,lbr,chalk,ecc,b,g,r,class
0,4.712047187,1.922677006,7.247969823,0.435520382,1.02103502,0.889706131,91.89129503,105.2635432,107.0747361,1
1,4.538057364,1.87656939,6.833723353,0.439120545,1.021639697,0.888659206,109.2383725,122.2679304,123.9727215,1
2,4.417255856,1.921424363,6.820611095,0.456203601,1.021685555,0.879703512,87.94580514,118.5857786,134.2445437,1
3,4.571372475,1.896201286,6.968204219,0.441029371,1.022700767,0.885816639,66.93019651,92.72240432,107.4113048,1
4,4.458195055,1.862094018,6.668195048,0.442340672,1.021438104,0.886251155,64.13447067,89.94459415,103.7502246,1
5,4.681865311,1.879879324,7.065200896,0.429668519,1.017870134,0.894118389,64.04907324,91.10456281,106.3383695,1
6,4.637000267,1.879034815,7.006726421,0.434219778,1.019926254,0.891606193,65.81625361,89.13954554,101.7471886,1
7,4.771230664,1.899699806,7.252408123,0.428805813,1.018996548,0.892733973,66.4332982,89.14672086,101.0609194,1
8,4.68747895,1.941375635,7.305397917,0.441524216,1.020634957,0.88816086,75.99894248,104.1972941,118.2440557,1
9,4.463554703,1.862192375,6.643439238,0.443460611,1.015449992,0.887572578,74.42688803,97.01622312,108.4786553,1
10,4.568755848,1.85699973,6.762407459,0.435263908,1.014940057,0.891116835,78.58418719,102.4262118,113.7706102,1
11,4.536204006,1.846528277,6.730247324,0.436194193,1.019321793,0.890188412,69.25940798,89.59286923,99.90861273,1
12,4.583081856,1.868412199,6.848106479,0.434699309,1.019447825,0.890118101,65.17998246,89.346476,102.4964415,1
13,4.384683679,1.839526049,6.466325417,0.447511162,1.01982734,0.883590366,54.34904469,68.39994579,76.38360838,1
14,4.456629888,1.827795208,6.508808786,0.438442203,1.016545908,0.888175413,54.84334143,69.01657809,77.56623634,1
15,4.425215061,1.838626723,6.513740014,0.441536948,1.01730455,0.887990573,62.51601512,77.25089525,85.06049755,1
16,4.507435446,1.835447408,6.658820073,0.435008644,1.023917096,0.890597073,57.50179853,70.83766085,79.00595231,1
17,4.606593927,1.941979059,7.190127679,0.450409143,1.024995699,0.881728117,88.18013579,106.2885196,116.0280356,1
18,4.3136139,1.809902935,6.244762368,0.445961293,1.016993003,0.883923808,61.39288474,75.84544735,83.24277353,1
19,4.422387833,1.853005005,6.556117374,0.443854172,1.018331511,0.886690952,73.61188513,93.81687454,103.1581609,1
